"x"
"ASV_115:uncultured_bacterium"
"ASV_119:uncultured_bacterium"
"ASV_2009:uncultured_Thermofilum"
"ASV_7068:uncultured_Thermofilum"
"ASV_3586:uncultured_Thermofilum"
"ASV_2098:uncultured_Thermofilum"
"ASV_7129:uncultured_Thermofilum"
"ASV_2294:uncultured_Thermofilum"
"ASV_966:g__Bathyarchaeia"
"ASV_1618:g__Bathyarchaeia"
"ASV_6535:uncultured_Thermofilum"
"ASV_1157:g__Bathyarchaeia"
"ASV_169:uncultured_methanogenic"
"ASV_1676:uncultured_methanogenic"
"ASV_4298:uncultured_methanogenic"
"ASV_3277:uncultured_methanogenic"
"ASV_4663:uncultured_methanogenic"
"ASV_2496:uncultured_methanogenic"
"ASV_2535:uncultured_methanogenic"
"ASV_768:g__Bathyarchaeia"
"ASV_2900:g__Bathyarchaeia"
"ASV_3969:g__Bathyarchaeia"
"ASV_3978:g__Bathyarchaeia"
"ASV_1021:g__Bathyarchaeia"
"ASV_3194:g__Bathyarchaeia"
"ASV_4807:g__Bathyarchaeia"
"ASV_2036:uncultured_methanogenic"
"ASV_3548:g__Bathyarchaeia"
"ASV_6762:uncultured_methanogenic"
"ASV_1077:uncultured_methanogenic"
"ASV_2123:g__Bathyarchaeia"
"ASV_3588:uncultured_crenarchaeote"
"ASV_4217:g__Bathyarchaeia"
"ASV_1214:uncultured_crenarchaeote"
"ASV_6282:uncultured_crenarchaeote"
"ASV_1404:uncultured_crenarchaeote"
"ASV_2461:g__Bathyarchaeia"
"ASV_1464:g__Bathyarchaeia"
"ASV_4878:g__Bathyarchaeia"
"ASV_2617:uncultured_crenarchaeote"
"ASV_5641:uncultured_crenarchaeote"
"ASV_6854:uncultured_crenarchaeote"
"ASV_1331:uncultured_crenarchaeote"
"ASV_2360:uncultured_crenarchaeote"
"ASV_2485:uncultured_crenarchaeote"
"ASV_3873:uncultured_Thermoprotei"
"ASV_4464:uncultured_Thermoprotei"
"ASV_5634:g__Bathyarchaeia"
"ASV_6206:uncultured_Thermoprotei"
"ASV_7133:uncultured_Thermoprotei"
"ASV_1117:uncultured_Thermoprotei"
"ASV_2426:uncultured_Thermoprotei"
"ASV_1199:uncultured_crenarchaeote"
"ASV_1760:uncultured_Thermoprotei"
"ASV_2749:g__Bathyarchaeia"
"ASV_3405:g__Bathyarchaeia"
"ASV_3712:g__Bathyarchaeia"
"ASV_2466:uncultured_crenarchaeote"
"ASV_1626:uncultured_Thermoprotei"
"ASV_6052:uncultured_crenarchaeote"
"ASV_4597:uncultured_Thermoprotei"
"ASV_6809:uncultured_Thermoprotei"
"ASV_318:g__Bathyarchaeia"
"ASV_888:crenarchaeote_enrichment"
"ASV_3636:uncultured_crenarchaeote"
"ASV_1486:uncultured_crenarchaeote"
"ASV_2544:uncultured_crenarchaeote"
"ASV_3081:uncultured_crenarchaeote"
"ASV_4465:g__Bathyarchaeia"
"ASV_3444:uncultured_crenarchaeote"
"ASV_5029:uncultured_crenarchaeote"
"ASV_6006:uncultured_Thermoprotei"
"ASV_1294:g__Bathyarchaeia"
"ASV_1295:g__Bathyarchaeia"
"ASV_6662:g__Bathyarchaeia"
"ASV_5684:g__Bathyarchaeia"
"ASV_5566:g__Bathyarchaeia"
"ASV_120:g__Bathyarchaeia"
"ASV_408:g__Bathyarchaeia"
"ASV_1665:g__Bathyarchaeia"
"ASV_938:g__Bathyarchaeia"
"ASV_2856:uncultured_archaeon"
"ASV_671:g__Bathyarchaeia"
"ASV_3373:uncultured_crenarchaeote"
"ASV_1507:g__Bathyarchaeia"
"ASV_1181:g__Bathyarchaeia"
"ASV_4703:g__Bathyarchaeia"
"ASV_2667:g__Bathyarchaeia"
"ASV_1916:uncultured_crenarchaeote"
"ASV_2378:uncultured_crenarchaeote"
"ASV_6883:g__Bathyarchaeia"
"ASV_1435:g__Bathyarchaeia"
"ASV_4161:g__Bathyarchaeia"
"ASV_2114:uncultured_crenarchaeote"
"ASV_823:uncultured_crenarchaeote"
"ASV_1277:uncultured_crenarchaeote"
"ASV_2636:uncultured_crenarchaeote"
"ASV_191:uncultured_crenarchaeote"
"ASV_3088:uncultured_crenarchaeote"
"ASV_2412:uncultured_crenarchaeote"
"ASV_1942:uncultured_crenarchaeote"
"ASV_580:uncultured_crenarchaeote"
"ASV_2213:uncultured_crenarchaeote"
"ASV_5946:uncultured_crenarchaeote"
"ASV_2049:uncultured_crenarchaeote"
"ASV_5392:uncultured_crenarchaeote"
"ASV_810:uncultured_archaeon"
"ASV_2937:uncultured_archaeon"
"ASV_1677:uncultured_archaeon"
"ASV_1720:uncultured_miscellaneous"
"ASV_4498:g__Bathyarchaeia"
"ASV_3336:g__Bathyarchaeia"
"ASV_4028:uncultured_archaeon"
"ASV_6280:g__Bathyarchaeia"
"ASV_4618:g__Bathyarchaeia"
"ASV_3149:g__Bathyarchaeia"
"ASV_3847:g__Bathyarchaeia"
"ASV_704:g__Bathyarchaeia"
"ASV_6559:g__Bathyarchaeia"
"ASV_1134:uncultured_archaeon"
"ASV_2193:uncultured_archaeon"
"ASV_5870:uncultured_archaeon"
"ASV_2118:marine_metagenome"
"ASV_5267:uncultured_archaeon"
"ASV_2770:uncultured_archaeon"
"ASV_1759:miscellaneous_Crenarchaeota"
"ASV_186:archaeon_RBG_16_50_20"
"ASV_2983:archaeon_RBG_16_50_20"
"ASV_5794:archaeon_RBG_16_50_20"
"ASV_449:archaeon_RBG_16_50_20"
"ASV_1317:archaeon_RBG_16_50_20"
"ASV_2606:archaeon_RBG_16_50_20"
"ASV_578:archaeon_RBG_16_50_20"
"ASV_1568:archaeon_RBG_16_50_20"
"ASV_4664:archaeon_RBG_16_50_20"
"ASV_2954:g__Bathyarchaeia"
"ASV_2833:archaeon_RBG_16_50_20"
"ASV_4312:archaeon_RBG_16_50_20"
"ASV_4579:g__Bathyarchaeia"
"ASV_5282:g__Bathyarchaeia"
"ASV_1065:uncultured_archaeon"
"ASV_1797:uncultured_archaeon"
"ASV_1092:uncultured_Thermoplasmata"
"ASV_1612:uncultured_Thermoplasmata"
"ASV_2291:g__Marine_Benthic_Group_D_and_DHVEG-1"
"ASV_2337:g__Marine_Benthic_Group_D_and_DHVEG-1"
"ASV_1186:uncultured_archaeon"
"ASV_7100:uncultured_archaeon"
"ASV_6029:uncultured_archaeon"
"ASV_4267:uncultured_archaeon"
"ASV_3161:uncultured_archaeon"
"ASV_6825:uncultured_archaeon"
"ASV_2180:uncultured_Thermoplasmata"
"ASV_4355:uncultured_archaeon"
"ASV_1996:uncultured_archaeon"
"ASV_4438:uncultured_archaeon"
"ASV_3404:uncultured_archaeon"
"ASV_4162:uncultured_archaeon"
"ASV_3520:uncultured_archaeon"
"ASV_5351:uncultured_archaeon"
"ASV_6143:uncultured_archaeon"
"ASV_3872:uncultured_archaeon"
"ASV_4916:uncultured_bacterium"
"ASV_6959:g__Woesearchaeales"
"ASV_3631:Candidatus_Pacearchaeota"
"ASV_1491:uncultured_bacterium"
"ASV_6363:uncultured_bacterium"
"ASV_6343:uncultured_bacterium"
"ASV_2147:uncultured_bacterium"
"ASV_1592:uncultured_bacterium"
"ASV_4069:uncultured_bacterium"
"ASV_6658:uncultured_bacterium"
"ASV_6222:uncultured_bacterium"
"ASV_2454:uncultured_bacterium"
"ASV_4343:uncultured_bacterium"
"ASV_5190:uncultured_bacterium"
"ASV_2240:uncultured_bacterium"
"ASV_4350:uncultured_bacterium"
"ASV_5786:uncultured_bacterium"
"ASV_6454:uncultured_bacterium"
"ASV_1702:g__WD2101_soil_group"
"ASV_2730:uncultured_bacterium"
"ASV_3018:g__WD2101_soil_group"
"ASV_1992:g__AKAU3564_sediment_group"
"ASV_2532:uncultured_bacterium"
"ASV_7076:uncultured_bacterium"
"ASV_2911:uncultured_bacterium"
"ASV_2914:uncultured_bacterium"
"ASV_4688:uncultured_bacterium"
"ASV_5927:uncultured_bacterium"
"ASV_5132:uncultured_bacterium"
"ASV_2562:uncultured_bacterium"
"ASV_2789:uncultured_bacterium"
"ASV_6705:uncultured_bacterium"
"ASV_6778:uncultured_bacterium"
"ASV_6830:uncultured_bacterium"
"ASV_6204:uncultured_organism"
"ASV_2070:uncultured_bacterium"
"ASV_6433:g__SG8-4"
"ASV_6158:uncultured_bacterium"
"ASV_6157:uncultured_bacterium"
"ASV_2760:g__CCM11a"
"ASV_4377:uncultured_bacterium"
"ASV_5762:uncultured_bacterium"
"ASV_6449:uncultured_organism"
"ASV_3723:uncultured_bacterium"
"ASV_4151:c__Phycisphaerae"
"ASV_2030:uncultured_bacterium"
"ASV_3700:uncultured_bacterium"
"ASV_5449:uncultured_bacterium"
"ASV_6254:uncultured_planctomycete"
"ASV_5974:uncultured_planctomycete"
"ASV_2951:g__Pla4_lineage"
"ASV_5335:uncultured_bacterium"
"ASV_6877:uncultured_planctomycete"
"ASV_5446:c__Planctomycetota"
"ASV_4700:uncultured_bacterium"
"ASV_5306:uncultured_bacterium"
"ASV_2586:c__Planctomycetota"
"ASV_1769:g__uncultured"
"ASV_5109:g__Gemmata"
"ASV_5112:uncultured_bacterium"
"ASV_6238:uncultured_bacterium"
"ASV_5924:uncultured_bacterium"
"ASV_4163:g__uncultured"
"ASV_5723:uncultured_bacterium"
"ASV_7105:g__uncultured"
"ASV_5310:g__uncultured"
"ASV_5824:g__uncultured"
"ASV_6848:g__uncultured"
"ASV_5242:uncultured_bacterium"
"ASV_265:uncultured_bacterium"
"ASV_543:uncultured_bacterium"
"ASV_1780:uncultured_bacterium"
"ASV_3562:uncultured_bacterium"
"ASV_2210:bacterium_enrichment"
"ASV_4995:bacterium_enrichment"
"ASV_1137:uncultured_bacterium"
"ASV_1258:uncultured_bacterium"
"ASV_2310:uncultured_bacterium"
"ASV_466:uncultured_bacterium"
"ASV_1312:g__Latescibacteraceae"
"ASV_1920:uncultured_bacterium"
"ASV_2599:uncultured_bacterium"
"ASV_4820:uncultured_bacterium"
"ASV_5206:uncultured_actinobacterium"
"ASV_2068:uncultured_Latescibacteria"
"ASV_5339:uncultured_Latescibacteria"
"ASV_5015:uncultured_bacterium"
"ASV_519:uncultured_Firmicutes"
"ASV_6117:uncultured_Firmicutes"
"ASV_6302:uncultured_Firmicutes"
"ASV_2446:uncultured_Firmicutes"
"ASV_5288:uncultured_Firmicutes"
"ASV_5804:uncultured_bacterium"
"ASV_2477:uncultured_bacterium"
"ASV_2230:uncultured_bacterium"
"ASV_433:uncultured_bacterium"
"ASV_5354:uncultured_bacterium"
"ASV_2061:uncultured_bacterium"
"ASV_2720:uncultured_bacterium"
"ASV_995:uncultured_Latescibacteria"
"ASV_1399:g__Latescibacterota"
"ASV_3056:g__Latescibacterota"
"ASV_2278:g__Latescibacterota"
"ASV_3129:uncultured_Latescibacteria"
"ASV_3027:g__Latescibacterota"
"ASV_6340:Latescibacteria_bacterium"
"ASV_5372:Latescibacteria_bacterium"
"ASV_1150:Latescibacteria_bacterium"
"ASV_1232:Latescibacteria_bacterium"
"ASV_1529:g__Latescibacterota"
"ASV_1581:uncultured_Latescibacteria"
"ASV_1823:uncultured_Latescibacteria"
"ASV_5068:g__Latescibacterota"
"ASV_2416:g__Latescibacterota"
"ASV_4646:g__Latescibacterota"
"ASV_2505:uncultured_Latescibacteria"
"ASV_3421:uncultured_Latescibacteria"
"ASV_3886:uncultured_Latescibacteria"
"ASV_1929:uncultured_Latescibacteria"
"ASV_3845:uncultured_Latescibacteria"
"ASV_4181:uncultured_Latescibacteria"
"ASV_3430:g__Latescibacterota"
"ASV_4289:uncultured_bacterium"
"ASV_1963:uncultured_Latescibacteria"
"ASV_5377:uncultured_Latescibacteria"
"ASV_6704:uncultured_bacterium"
"ASV_2331:g__Latescibacterota"
"ASV_2740:uncultured_Latescibacteria"
"ASV_5610:uncultured_Latescibacteria"
"ASV_2872:uncultured_Acidobacterium"
"ASV_7109:uncultured_soil"
"ASV_1499:g__Latescibacterota"
"ASV_5563:uncultured_soil"
"ASV_2239:uncultured_bacterium"
"ASV_2506:uncultured_bacterium"
"ASV_3857:uncultured_bacterium"
"ASV_2059:g__Latescibacterota"
"ASV_3683:g__Latescibacterota"
"ASV_2766:metagenome"
"ASV_2031:uncultured_bacterium"
"ASV_1917:uncultured_bacterium"
"ASV_3634:uncultured_bacterium"
"ASV_5754:uncultured_bacterium"
"ASV_513:uncultured_organism"
"ASV_2538:uncultured_organism"
"ASV_2340:uncultured_soil"
"ASV_4734:g__Sumerlaea"
"ASV_2195:g__Sumerlaea"
"ASV_3435:uncultured_bacterium"
"ASV_2382:uncultured_bacterium"
"ASV_5131:uncultured_organism"
"ASV_5989:g__Sumerlaea"
"ASV_6589:uncultured_organism"
"ASV_4339:uncultured_bacterium"
"ASV_5095:uncultured_organism"
"ASV_5434:g__uncultured"
"ASV_6823:uncultured_bacterium"
"ASV_235:uncultured_bacterium"
"ASV_537:g__uncultured"
"ASV_2449:uncultured_bacterium"
"ASV_839:g__uncultured"
"ASV_1252:uncultured_bacterium"
"ASV_3248:g__uncultured"
"ASV_313:uncultured_bacterium"
"ASV_1604:uncultured_bacterium"
"ASV_1013:uncultured_bacterium"
"ASV_572:uncultured_bacterium"
"ASV_801:uncultured_bacterium"
"ASV_3778:uncultured_bacterium"
"ASV_1456:uncultured_bacterium"
"ASV_4034:uncultured_bacterium"
"ASV_3829:uncultured_bacterium"
"ASV_4015:uncultured_Verrucomicrobia"
"ASV_5544:uncultured_bacterium"
"ASV_2957:uncultured_bacterium"
"ASV_4431:f__Pedosphaeraceae"
"ASV_6134:uncultured_bacterium"
"ASV_2102:uncultured_bacterium"
"ASV_651:f__Pedosphaeraceae"
"ASV_3850:uncultured_bacterium"
"ASV_3293:f__Pedosphaeraceae"
"ASV_5693:f__Pedosphaeraceae"
"ASV_5865:uncultured_bacterium"
"ASV_2530:g__uncultured"
"ASV_1574:uncultured_bacterium"
"ASV_2816:uncultured_bacterium"
"ASV_6420:g__Luteolibacter"
"ASV_4792:uncultured_bacterium"
"ASV_2620:uncultured_bacterium"
"ASV_1444:uncultured_bacterium"
"ASV_3610:uncultured_bacterium"
"ASV_7098:uncultured_bacterium"
"ASV_4897:g__S-BQ2-57_soil_group"
"ASV_1998:uncultured_bacterium"
"ASV_2547:g__Lacunisphaera"
"ASV_1637:uncultured_bacterium"
"ASV_2411:uncultured_bacterium"
"ASV_6616:uncultured_bacterium"
"ASV_3383:uncultured_bacterium"
"ASV_4705:uncultured_bacterium"
"ASV_4614:uncultured_bacterium"
"ASV_167:Deinococcus_sp."
"ASV_6919:Deinococcus_sp."
"ASV_480:uncultured_bacterium"
"ASV_2782:g__Saccharimonadales"
"ASV_3908:uncultured_bacterium"
"ASV_6429:g__LWQ8"
"ASV_857:uncultured_bacterium"
"ASV_1291:g__Parcubacteria"
"ASV_1617:uncultured_bacterium"
"ASV_4049:c__Parcubacteria"
"ASV_2697:c__Parcubacteria"
"ASV_2745:c__Parcubacteria"
"ASV_3171:g__UBA9983"
"ASV_6987:g__UBA9983"
"ASV_6730:uncultured_bacterium"
"ASV_4014:Parcubacteria_group"
"ASV_1967:uncultured_bacterium"
"ASV_5595:uncultured_bacterium"
