# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
P341-PWY	337.1342452010759	17.499175917014696	9.999620779490288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.96721008957981	0.0	0.0	7.499835989074457	0.0	22.49811198212788	0.0	0.0	39.9948452943325	4.999909927614229	22.499017225890114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.999695644870148	0.0	0.0	0.0	27.496725506853252	0.0	0.0	0.0
P381-PWY	26518.46514158819	32951.86223020526	22545.370625561645	22179.158956818854	44999.26845960817	32501.6542448477	26827.50186398929	20529.841039467952	18205.615174919734	32573.849593328127	36765.95403519976	16776.31218326096	27453.27638384447	25624.897088125177	36149.476693413715	21308.57255308329	28173.217338408525	27103.733815790056	18053.466556477106	20731.112763078476	29822.388944911654	28842.93462384223	19722.214174871115	95926.1163046045	31771.414231801555	20206.493115352132	27816.631561509224	24488.758974599692	42132.52482313585	31699.865003326675	43056.444677786436	18904.331923333146	35712.248818662025	29010.81410672871	50129.709604987125	40083.81389169217	35929.15772935926	31329.12619256753	36412.90556353611	52407.58719694887	38961.567275026435	30631.605851923032	38419.89718487777	27667.57362182483	34657.508478424585	9171.346979622385	25649.755379871553	33799.82490863161	45490.62107392821	32829.41290070794
P4-PWY	114219.95749307216	116762.41167173185	86758.68309466721	89486.52627986138	128976.55351129438	103162.43250265691	90018.6622752268	75469.59684944857	69987.87695135399	105204.03636298943	121221.94863213167	64960.03435354954	83978.3433450326	86399.27470987543	134450.18397405074	70586.57437351003	83793.59358522938	90055.97228589354	65155.47795059384	63276.81780675986	100199.78902315277	96943.55168477613	70363.29499721066	382960.65124717663	131904.67485167057	70644.04414364845	98089.62503308582	96020.28494010647	133047.31783822345	105567.81597636297	135876.79813825703	57073.867865978485	119650.3726936297	97882.60209021314	165791.11062972716	119329.25551561466	124411.46429201387	102372.82098494055	106047.25214169391	154584.42120984578	114120.45084092586	99817.64536117505	118218.22652783924	95133.5514843102	117337.6983707012	30871.503138532324	86767.61022222997	109979.77214293012	133286.61253599374	97197.71025546394
P42-PWY	215840.420334114	294391.1404991299	203633.36372958712	220578.93012176137	186811.98687600694	304821.51375424484	214472.63203282742	275418.1649748408	257712.8754478491	216821.06495030134	297483.8249212847	211479.470180788	193045.01930961647	250744.5091661139	270127.8060491564	178568.38949550813	136748.31497575334	191490.22983279015	165943.9063332177	136490.9025919071	285616.62254896073	237744.95924071243	176414.77947075776	768957.8955864891	280992.2647167477	181768.94262099956	265185.5077261922	276127.6139251098	167129.33816056524	163291.60925898756	255551.15672121174	127598.84809862643	208090.73718176002	206685.14771275048	399653.0076910938	317387.9948846498	238732.7683542023	235084.9261044611	201408.69074335825	233473.4368907477	221729.11020843207	199642.77649771428	240444.8664455076	240430.51837110278	298106.8490796869	94722.71926152088	163446.68347200635	245440.91217765724	261120.48236345654	194733.18964268733
P441-PWY	39188.22567450033	42669.593745949285	32058.22280594848	36376.03297087621	77609.69686776532	46834.07959147266	45530.0426134009	30901.47350134274	30934.297441749062	51657.91309706874	58316.67754764283	28556.921550376137	37889.095869183286	32687.0231139831	47737.61726067797	34907.63997183293	53547.09905941703	47074.99993808904	31502.393090319263	36539.847840863404	49119.249821674646	51189.19070545915	30800.40873459225	142604.28346317358	46717.78214765117	24762.18910805523	44940.19605663811	38484.26870641463	80076.57321547516	59279.77965985856	68753.12672456025	30317.882946186746	58776.364008514334	40744.237270990954	52821.0439674289	41160.410464051354	50448.83248745171	39149.29529188813	53954.34076287912	79276.81014512338	53331.89068947683	45671.01473193539	47028.19183424171	34151.05895145432	48048.02142922993	13800.955732617516	33729.020096506414	38980.70814282741	66006.16537484158	52927.47928052764
P461-PWY	37820.74938705634	35245.256370647054	29154.525691491213	39789.55668061366	78571.03280390026	42720.90601108545	49319.96101731661	28788.678204916392	24053.34669187068	50636.79460116808	57681.483948051	23596.166881543693	33834.4647426542	33517.430886413706	68189.60011703182	35278.771899194966	57860.36063483884	50256.63375215311	30099.818079391916	30000.105765273056	45536.21106102738	48433.64332894639	28712.71444029272	196366.84737079812	37655.77274536206	22433.624026378868	41231.5645068242	36284.53021208196	82693.1210724966	59641.21875789402	68958.43799290142	27394.438923038608	55942.005674617474	38342.77571792725	49233.35516052845	40837.532977093826	45854.533940826164	32295.80630485278	54597.93378347069	77447.72045355437	50429.65979881402	43544.28261165045	39833.80403442304	28082.031683416382	42818.119093190006	12131.48619581591	34184.707785461	34830.25833317008	66154.01455551034	53313.11072881699
P562-PWY	4775.187229923926	5875.918352544242	4169.3239075090605	2854.774934250744	8025.3684302731035	3450.3163171713436	3615.1620558817717	2339.447278387161	2108.406467467173	4482.2093830755075	4962.1748435851905	2115.342641334738	5784.104778859693	5096.0890946216905	7961.6023480308195	2754.9149896330277	5142.68361175074	4240.010599442676	2540.078969557719	3294.6654565609538	3733.7625969241626	3970.150455293744	2916.1668964451933	12808.58476053173	4802.5295005171265	3394.8119646614164	3937.438759102728	3472.3887670851555	7770.66527049343	5363.65063294297	6903.365495833649	2363.4361838163427	5997.0707501342895	4351.463333259267	10643.816687051733	4979.55795501455	4605.272888781983	3606.176114718421	5351.230914205445	6657.047727039549	4666.530133353027	4109.145719292357	8378.690747823606	3477.722144494607	3849.532459249904	1157.3318139076432	4769.156298805738	5003.94367399024	6603.185205409269	5083.760048113905
P621-PWY	2792.228930609544	3903.277243166986	2330.068721324556	1621.0700522364825	4529.22151456373	1564.074762713924	1746.7729650924928	1282.0188385993674	1206.0445287359598	2316.5531820960873	2578.3044497430396	1159.5410222819582	4192.571643831794	3544.345475297848	5538.827299194485	1450.1255292290039	2376.6888124978727	1861.3220360488203	1494.264987984919	1771.4155264703302	2030.6944700145652	1991.383768504054	1587.5043475649777	8104.555726485135	3193.6969964989867	2114.3170604887628	1721.7295013303517	1690.511079704541	3829.7440044923987	2514.1261287862008	4145.220870151076	1286.954020852284	3407.0718739386116	2405.857658020284	4899.6939160723805	2261.944910509699	2746.728573412974	2127.3220178755587	3118.7889469488973	3922.3603439722174	3069.705561667215	2355.139706651655	4754.992774452448	2122.788888888889	1554.9548918279756	581.0684639512282	3106.9458521208253	3232.40944202607	4170.941575715538	2600.220639143051
PANTO-PWY	146621.53575376712	182027.73849625041	130521.38533556048	134845.6465853169	134673.30716397887	181108.15980674655	124086.63093085887	158851.19661193102	147252.65464396783	131795.38119345592	176276.01918057565	125487.91010600033	120539.04626671893	149286.62400365795	166587.23393286037	105309.90457453049	92637.14712366326	115781.45693273682	97793.84112804226	70019.86866177227	168537.53977398423	140671.3778348205	106641.62907857986	473253.78278225975	177609.32449562682	110608.3816498244	158671.87920066796	164334.9523786688	130580.50048327816	113974.70137352015	167340.26933872415	78488.3525995931	139334.64674549992	129088.30582779016	247153.34290997608	187878.31962922908	152329.46657977568	145837.1046650836	125334.29811553686	161964.31599649033	138202.57602594892	123807.1954825162	152309.48897776642	146342.0740010961	180917.8776006666	56343.80925197015	105012.73384992761	152928.01949777734	164638.83307323666	122110.77816066111
PANTOSYN-PWY	151350.22717209754	187149.37618341687	132580.75973957335	138398.08483347335	139261.55163649083	186937.85193415268	131831.28803286454	165902.94790601527	154748.52103220872	139871.09433319105	184747.98575303704	129412.01801008063	125553.41021806927	151865.17498133954	158515.80505773213	110459.55151920213	95418.4391047602	122799.43184701784	102122.13561947578	76413.05049375622	176834.3369627101	148639.09479478514	110032.91575060379	473628.1517954611	184711.41140335455	114373.5135456949	163710.0229268396	167364.9815607834	135980.97893105473	119132.7181478497	173252.99612822494	82287.95642701873	144963.5259057148	135197.9140433931	246843.4906694307	194911.06839600237	158853.0774755938	145879.7425811179	132976.00520795255	169907.58103901558	147911.53743126162	130629.12729930118	160208.1960896259	146868.80004595852	184078.92867685715	58070.93376828896	110365.1386729031	156789.75068339953	172872.8214413347	128166.03549584263
PENTOSE-P-PWY	142928.7571395634	140924.75465564107	103343.28833030027	98196.74650251785	147920.22192309066	113300.48051154638	93643.24873314252	85085.2919867752	81062.53192741005	116596.4943682719	129453.95077195151	76820.0768975279	102133.47466009001	90781.425677427	119833.22778107443	76206.41279032375	93476.52065193203	94396.9254520756	69560.41645244152	60890.26826969594	110393.42382802292	101132.46195033453	71975.67896652862	343344.58808300097	160154.4775732179	83943.1395707758	109746.88582943362	106013.79675220503	156752.96933160856	121898.18086121035	152011.3486737155	57193.50730779861	139326.319051059	109962.0873505903	175064.86637593238	118753.89053123935	147974.665094515	123524.55062408347	115986.81221260673	176611.49186830368	134366.17430342338	114427.48506387539	142368.82160617615	114022.83389587756	135538.51379799662	33599.66144491118	101798.05309140473	129557.68712201274	148810.9148880152	107324.52923552043
PEPTIDOGLYCANSYN-PWY	169891.20652810292	196988.28966836506	137777.87661626138	139729.02041641076	161501.57469375076	164117.07833550457	123764.11390249142	134233.25161644275	127053.64484310981	138831.0817758374	169520.12976874484	114824.83080664533	129585.29910977335	128555.02141742173	153235.65113719867	101303.45643630953	101525.67981354578	119330.114313919	87251.06520066211	66283.60827323861	154278.36828732633	135243.8124122308	98868.0840974714	438766.9838678066	198856.39833964108	116843.66269014502	158110.0965645421	153884.8769710556	163757.55309457154	137682.19718948303	186519.26553521244	80866.49544553964	161613.79933892336	138224.06508214909	230608.94741595903	168460.57916793955	179465.58206859772	156064.4481947817	139927.65933093525	197690.2082445209	163933.24238961303	140929.551907769	173905.96799855446	152839.56553805852	183212.01158946636	51794.60452663749	123751.1430925046	167717.91456605055	186689.61481493313	134955.84392972407
PHOSLIPSYN-PWY	207376.07220448405	249896.4889660743	178927.72382097534	186378.6916696821	195050.71915197317	250805.95231442066	181446.78573771723	217367.3902518559	199510.67780449378	192874.84435152618	253359.6768803099	171439.9339829867	168085.41928268035	204149.22551527485	229051.87576734452	150978.1167511978	132674.91466431876	168863.90632791756	141134.20236203464	106151.18100686514	238166.5272672211	203040.77214001465	148916.5223162899	664104.0362486825	249448.965672075	154134.74099148685	221744.33393517873	225997.4046417534	192960.41696063796	165708.05090799482	235814.0825087767	112814.9631954482	199565.61432610723	182487.55904053652	339669.59363537276	262215.5439234182	220662.34693468685	203535.7362938763	185553.53520024972	239486.42605181914	203915.61702908776	180746.7434005958	213682.95120685632	202621.58960599292	253516.87487437492	77647.54791813006	150040.71919302855	213549.36390701708	237972.14915045176	176156.61789773832
POLYAMINSYN3-PWY	31601.742156343735	37194.80103528706	28879.59681958775	33562.32796494886	40677.66386267207	35792.3183809566	21242.207199085064	18013.824076721434	19073.017395479023	32582.222278044053	32633.222656760485	18061.623691533212	25480.360315573875	33208.43199332662	56339.56263699809	18455.375136679082	23135.154997694877	19800.739366444945	16070.458754508394	12183.55228019996	25681.267993801754	23238.53835401696	29163.959706921414	148287.54736066324	34458.69501344043	19975.41438888414	31332.903681559703	26719.766429630738	42174.49824721068	28542.9015155334	36482.80999627832	15378.842158397747	33951.38143120092	30939.246600334078	79336.98986556627	51981.42434472777	39745.54868481424	36132.35237338516	31176.287050900264	50331.07020432647	38766.56716625793	29667.95261662034	36121.632156281776	32603.76342792809	39074.25534304151	8110.557280826478	26824.66364151538	38216.98655567547	40786.43882644655	27999.935452771202
POLYAMSYN-PWY	49679.62621368878	68003.7123223871	45082.66881431069	46774.728394276586	53493.51297233103	61013.40837299626	44858.30107120357	44074.950153929356	40870.99360192634	49087.976633105456	60157.592402526054	39405.16538076715	44853.74907071354	47759.788751128246	55051.93945246226	35535.30458571357	36917.11008114243	44701.06467987655	30580.435665166824	27988.41670549842	52902.76472206408	46313.06260562392	38042.463363805015	162897.14823195036	61441.424001593725	40519.48373105586	55960.77387883925	51880.299331475595	53467.91505307983	44453.36713125142	62371.38614356087	30854.911113626807	51343.120279624854	46503.87181297903	90446.95589284148	63937.42227170955	57647.538009790354	51167.77476269452	45757.02866879658	65517.907086513085	52891.985787077436	45370.68197301125	58870.826650412506	50239.54741170896	59795.31662042753	18119.644659931073	41752.06919119237	57952.232862350495	62859.14584125895	45910.710953706846
POLYISOPRENSYN-PWY	161449.90803831498	192527.57687669687	134740.15762962494	138769.7033076095	146382.62515300984	179380.25563525915	131038.02733899314	151653.86135476368	144581.91710038384	141551.91862587788	181841.39437899625	124268.86321934272	126766.059032713	141791.09666098957	164131.98436815603	109001.15451203224	94050.84024987594	119589.61029508317	95739.24060411628	78211.22797600177	170103.60511923014	145035.86732435587	107063.8143039631	473166.4169883872	192428.0890930104	115941.00363361153	162760.79769181312	162861.30505015518	145063.5063775691	125424.3501322298	176735.64216844284	81190.7041717654	151484.4847133675	136508.5742819519	247393.93983282655	188965.16981129692	170857.0089708522	155556.99420595603	136996.9588068477	181750.1044637882	156569.97783096417	137234.26769793322	166299.03018747823	153916.08919989763	188797.26756169266	55893.68129409528	116206.98523615346	164142.21320231547	179075.0288779298	130696.16560612517
PPGPPMET-PWY	48456.8929430866	52004.80922395456	43871.14214841826	41543.53979612128	72018.44820904503	39466.0171096564	31658.749210880927	21529.3243520315	19584.26828015251	49348.73472956184	48269.73203902595	20403.13329477677	37451.10487071807	36865.61622522408	94318.31891697732	25115.68384524775	39776.5581409498	35634.33354238498	21293.6885522755	29012.887198396624	32311.711146913887	33996.49805084286	30745.45781643528	246394.6721773009	61643.67453271071	35691.69545097824	37463.97936039113	34817.65427926854	70637.43209393907	56783.10974127021	68344.90830083273	25148.506460452325	58964.35195519793	52580.835266208174	97303.33980125294	67568.86701935888	61900.14220408334	44268.302797773395	49746.72206414144	81116.75949382066	53082.15515845111	49760.9007120255	53680.678354425705	40595.68533198508	47067.536612279306	10728.408568321098	37173.5048193213	52226.06965214307	62182.915077482736	44279.80727170569
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	21542.759008475783	26157.263758076188	16241.160105113513	17350.821758204926	39619.374688670796	23364.350985262536	19306.707350327564	14201.511664432051	13185.474583325504	23395.222190216304	24746.978397331066	12327.411563679845	23332.2347890777	16374.102394829115	25482.196679132478	15443.371595301001	23934.07181723505	21249.207454724074	14426.10117164167	17435.686296210097	21961.416076193185	20410.57420040226	16111.27265068217	94203.72193600789	26213.63025560838	15951.599127623163	21396.137453317704	18470.234881779164	37094.687058548414	24207.60314672633	35115.5821312886	14803.262152011463	30324.606900547773	22665.939889493002	47361.03653760582	37530.042159846394	28231.368257414713	22662.452560544196	28769.57419487516	45460.685859605015	30794.79042094716	24624.00299065642	33319.48818288216	18343.052200142803	25502.9807176325	6283.473637985049	23136.900193712914	28602.273429042158	35940.96221827476	24565.83674136485
PRPP-PWY	110769.20712562246	121803.75792930787	93808.794216793	101355.34339816179	135935.27990547972	119907.50664826861	97321.98106082685	85689.14690496503	83108.56618774544	117446.29309999733	135770.8357909588	74841.40256861287	92554.64932030077	103358.72642943068	155778.3517347348	76734.19695728185	88536.42529689317	102821.91244448676	73395.04807971032	69020.86264075186	112511.17650272966	105321.2241328846	81830.34295039439	443501.57948629995	124337.21957449941	74287.45676526226	111776.92489307115	107345.23653868969	138381.48055793508	111441.46203814569	146089.88850824276	63990.13844218721	123836.45289075338	102744.37145031524	184105.4828253775	142982.3271071798	123567.29014910107	102838.47378737725	114779.40377851002	158054.84972131596	119977.47099533648	105594.02338967781	118993.03993193014	95527.84573764211	129294.44053562885	35848.703565739124	88267.80846113533	111603.6030193109	142517.35582657089	106442.29758788564
PWY-1269	139199.97351992776	160975.2505859139	109848.88836205086	108116.2875266004	110023.81183081002	120742.50288959249	76001.28639928359	96282.44501745094	93162.1820361085	99645.53210767818	117103.06320493358	87291.08190632908	99579.80900637152	97035.21799212627	118322.5984797719	67804.6651349622	60954.65614783718	70614.00533345349	54622.4374748529	40089.01102537	105269.92846945346	89872.32957488719	70632.36881285833	315701.3630246149	163020.52942357882	93937.19536966564	118952.4304128575	119427.54377554455	110171.96497339926	98610.41792496036	138253.5247392666	54842.427118231324	121438.36185766607	109321.13670038094	189687.4242173103	127115.1721005552	139892.61333523912	123085.23621238019	100209.33107437994	137438.36270450882	121649.85736001418	103433.77256812976	135260.9647641135	119712.81199523683	138365.1139725094	39176.24049362729	94297.88190408598	134132.24327481422	138223.56166297983	96604.33487207085
PWY-1361	5247.7344357535785	6773.630134830204	4064.0238921248265	1977.9069048102651	4343.156054112573	793.1294614307042	239.2845075415507	750.1822427260824	734.486763855295	1905.038403686133	1096.1497474853213	1062.856203008364	4459.769160415658	1331.0086798641223	1836.7349916517637	502.0406145561789	1528.5672690401461	450.9132219160017	834.6724143234121	190.74379554736097	630.7537244573665	520.6365993000794	571.4941313191396	1915.7100386725583	5699.4866957030645	3665.7123305044597	1599.7455186699194	2287.374890011345	3345.4769498673463	2458.115760461086	4977.405898366004	484.6995787904729	4375.018431530622	3772.6610874081907	10751.79802110021	4381.711932188203	4134.4938039172075	3403.1299756026892	3094.772001809647	3353.5936664381397	2916.8516637830985	2527.802671813857	9205.142270532519	3369.101582061793	763.494103365669	394.9179383323838	5357.5314259882125	5698.7145962579825	4776.643187491334	2434.9360194802125
PWY-1501	1123.3779540302878	1142.1013485945177	717.2620386765807	623.6455600497172	1722.5462646914161	492.7359337684249	287.59256475564297	416.26059513823463	364.7959823249806	873.8931407411801	707.5015796599432	416.9137344241092	1042.6132569777544	500.86943428935075	622.166445587173	354.8712818440835	744.475713509037	392.38834214348776	447.0640861009531	238.35380520572477	459.8533357315264	455.5064696406139	264.9222555368723	1254.3183439550644	1244.3896592618014	804.2740672974696	653.2219258224628	690.8807673119157	1698.7770559720223	991.960226955964	1793.1548248442666	303.19023126607004	1451.8608010437836	1031.500879114467	1572.0604391311583	984.6379803021264	1033.0397930450329	773.1189684425045	1222.4170162281262	1313.2284689259043	1119.2855755051023	940.3480609752595	1508.2908940355244	720.1777727801399	508.2422710070719	186.0835141880974	1134.7640116279051	1313.767640944321	1665.7296349622898	965.7187946678921
PWY-1541	0.0	0.0	0.0	0.0	23.875132107864445	0.0	0.0	0.0	0.0	31.284928829823407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.605457270119665	0.0	7.956468486262461	31.580127337752476	19.901566252872552	0.0	0.0	0.0	19.91076094095795	0.0	0.0	0.0	218.5677582519099	23.87033958875805	0.0	285.44124888250224	153.3491586868369	58.79554988998676	355.93266800946316	11.970761283614703	0.0	0.0	137.5212488093849	59.5550596105187	11.976748436103613	0.0
PWY-1622	4912.531508981496	9463.335328682391	5541.743107467911	5893.865583585378	6643.45768434069	10766.82005585976	8551.527137774416	7419.079633986415	8389.327489104104	13102.48037123909	15424.836409049976	7015.480964202135	6204.366872706349	13458.638672575384	20634.165196330974	7161.425074533028	4031.417040862224	8535.537933983425	6810.305173804683	8188.055610788942	10178.058222343167	9583.159299603261	8018.469896113943	38875.043901192104	8042.590042261356	7360.899227782522	9870.168895013507	10419.748008547387	6890.546940898511	3344.7454700813887	6592.00869420234	6111.902112954243	4619.873563311411	6347.824525832153	24848.481458100545	16421.212076404914	17784.108788514186	16781.01436317028	14592.441054628613	24434.537267876796	16946.95505477153	10346.874522126709	13161.613912688757	14855.026793784327	21036.38643288764	4614.4089741356665	6537.234799949563	10160.728764672233	13449.808086988125	12364.045248446857
PWY-181	55407.428580934866	54696.43607627586	43832.47284653917	24850.779055971336	48010.35071489196	19364.25383677977	14626.79712558712	12085.023400830427	14020.14399106423	35904.92780745229	30599.54693531483	12525.514477751634	35036.243876490495	27346.981712917943	53032.10267513699	12793.03744272571	17955.466515714903	14633.529137793856	11535.558469274298	13317.245201853957	17462.512607276392	16715.445321362862	14748.930356665885	75682.1539202393	60670.63277163456	27763.876536649223	23544.617479346536	22378.439925891667	50107.33489599407	31962.15474221832	48878.27970161087	12339.545759503964	45194.39193638174	36455.434051860444	64184.009633535745	29388.89460685206	59908.18198027006	53186.48927460258	37076.24362278755	73878.46201032249	53094.62884778872	38821.91731925964	66745.58141190607	45048.41715285741	50148.63726444818	7759.201513698759	45233.76782290905	51933.47404691707	50233.296199945275	29139.981447192415
PWY-1861	35656.261840331106	37837.92054130859	26073.998835760845	32986.31836928683	70560.14678397024	66255.97670189734	68537.45103677126	63999.58131291464	61439.00431093479	55709.37460854844	71582.29449407943	40674.828067022914	32618.502829348043	48000.10011285264	53553.75897840053	43947.73055791147	53972.84950146145	63906.59359483653	42012.723173557926	61891.96933179433	65086.096117528155	61978.38242899829	41028.89017851492	169760.29861171666	38229.80050471873	26174.60780566764	49669.08887743954	47757.97750391782	73832.5987902864	57663.04776645759	66380.33519731608	35860.53240203357	51926.441215341474	40641.38080956305	75264.51747896957	81700.50381193124	46887.24724800618	36703.816122838834	56413.20169820569	76374.16527728323	48503.37483255885	44867.28244107095	39850.28285503228	33847.61077293076	55721.06311651982	19779.481122639947	28747.454941230448	35367.94268718107	66104.26211655645	55073.27036735006
PWY-1882	1338.0147206940946	1287.0392341088207	896.1607783973399	838.3639666621558	2147.191833221603	791.781839188679	536.0907640826925	588.9626069842169	468.3869993732823	1420.003756021686	1558.0638171912071	631.413202644038	1276.3517556873176	781.3536878414617	475.76227692739246	404.0445367318698	576.8310943064131	419.03296353056874	357.8083149179517	388.99983757408603	720.8846595251074	699.9846999296528	365.8689604337608	1516.8337715450552	1720.9157277734973	1013.070285657337	1360.252900412688	862.6933459545056	2180.835915191887	963.4789225583237	1514.3158695454063	796.4083063179264	1549.0034910669692	1067.2404941490208	1888.2768399150411	812.5987736141129	1990.9920850240653	1359.3796269525724	2077.5708260690117	3645.819224835831	2759.899897079957	1925.5299945260167	1722.4944405752997	1297.6484017965377	1916.0822005124046	479.7913984107598	1277.1106322637438	1576.7675811059116	2681.375144060489	1614.0302933289106
PWY-2941	9539.879482193926	11984.317288439403	16609.208751118684	10697.902929045407	18896.80286789546	10440.816327352954	26483.516405928705	6838.341353531499	5752.611692192331	11850.243972810584	13028.561633743022	5663.981209226863	9642.531535559803	8990.0395313164	10020.680900069574	7744.340547870816	25396.58659619056	34670.71368658625	14864.835215990206	6309.374894610217	11203.205139990112	13059.533717341083	6998.4037849818515	47646.25463948834	9777.406097972145	6831.276824868104	10854.134961691481	9707.68577737265	20818.956328527245	14574.826357169004	17521.321334516717	13723.911944064483	13631.9460600736	8927.674503604216	11946.287236991024	12501.604320602655	13179.435987959925	7808.732235737167	12153.977953480977	20176.857399275767	12373.589299149264	10398.205334945187	10515.430917718972	6913.818286777529	11881.935143119852	2736.495805603914	9260.454653299932	10095.246324127816	15547.919309098816	12442.357842818428
PWY-2942	180661.54241129564	215638.68136920448	153870.6354510956	161695.20463239087	177029.92478984015	211395.56839202787	154303.38112328964	180050.7375428953	170113.31088638824	166368.72708868308	214772.3712573697	143466.92194610645	145464.9862737434	173740.814081468	206977.22825636406	127945.09053498237	119854.55723181192	144141.70530230863	117975.92743975314	96642.52462687141	198320.66099609187	170838.99688850262	125543.02996550809	584181.9261168293	213851.70807584265	129985.66146116797	187147.17252355829	190044.14337186064	178035.05189157653	148529.9808682088	207480.8051880143	96299.27360345419	175017.29191598867	157528.09962664536	294385.9719773824	219973.2716820235	191087.13273119077	175507.12397385	160046.36238028292	212330.51883079545	176244.25854234048	157194.2471540532	189665.03272956808	172708.58416057198	213344.51198135628	62899.48589893534	133153.93809959918	185168.38384010046	206528.6645965873	151043.01348269943
PWY-3001	186845.60216052414	230701.68003303237	163223.5755983776	173791.33931528832	171418.74556336852	230197.03657399488	163417.5123006574	198466.59492011933	189985.3419636259	172718.97750053325	226720.0483843238	158654.8377137815	154075.91297054169	185959.59047556826	213415.1530971896	135811.51589013333	115951.40723963347	149113.40041307267	122500.16840571725	103976.55629176485	212640.0936712721	179839.87790840332	133561.79301628633	595519.4399274865	226497.5153890757	140981.29772930377	203886.1946534928	206267.22798105172	171596.86010059627	146776.97891049608	211993.66324325532	104044.73366688091	178288.85129141415	164325.73389785594	308295.2941396888	236594.7614966771	202602.0942484142	190242.55657891522	164981.31767660053	216334.12980271367	187891.5259873017	165674.430810205	197471.62678755447	189002.8969928512	233566.14498325164	69495.78471249522	138401.4685852737	197963.64135692216	216237.52081942634	158027.52495853248
PWY-3081	252.11359439343755	612.825672678214	367.257349469265	403.40034007280116	582.0066726483907	934.060835875301	56.40283191666415	287.2537858917028	805.5904598131655	1250.8942567836275	750.9992170314304	910.850210837263	597.0345413695993	260.0155245304456	240.431470946189	126.12661925717819	295.87164346486446	66.95955544316719	152.17148972316528	0.0	185.63904521973888	78.83891330630709	356.9648751235889	216.7833318181485	257.9255222483907	898.8042797957353	1642.5369088426119	947.8513034072389	228.49604331009576	161.495545284435	611.3589064991281	100.63319327742772	336.6677672336082	710.3936694673258	1687.2849100286085	214.17708464636155	99.94177684148097	378.60725268959567	396.03781779270554	147.23089916042008	216.85955340182355	383.28840041721304	131.524440167686	594.6130899684555	1591.548315013047	215.21141697387247	77.28581764597864	313.815391198198	430.2911610586144	412.0813893482042
PWY-3661	1039.335590756984	404.1563274416491	473.24230009213136	324.05403734661616	1921.9664223916154	655.3827302112946	475.93371548884556	560.5498290954292	684.1380173665201	1625.4984264725497	1734.1533640176988	373.7504746397085	9495.870351421856	14220.896901300968	22871.393384526826	802.0562835890692	803.3186671235288	617.1537379058923	495.2940958902346	790.6352761562501	764.2784516749196	815.7799605068851	3096.512626504488	16236.154300108961	645.3924818180914	542.4581376250228	652.0327246424633	447.4029825521386	2037.74389343257	839.1866615307449	796.2242073420393	355.86209805084866	1077.6205895604126	2433.2671234008435	19603.43433994275	5970.671846322555	702.5321833252854	389.20393485102306	704.4606189629246	1312.6014576051007	875.8644719429349	734.0175136548372	1912.656090064156	458.8581859863013	1005.1477005854664	488.6546929031741	899.2272554327853	1469.0299353887474	871.45130053001	948.9910923303082
PWY-3781	412427.7486429049	443877.2359889866	327512.27453723707	303013.481692467	311267.00026107265	354759.4008053131	250770.9358852082	294961.97906163346	288664.1876060599	298539.1842301965	355893.38885436766	253344.88875924767	272190.6285036504	299494.13328239875	370405.61726268684	205266.12513933342	181646.34063837634	235559.60917157226	178075.5090501092	116595.4307421382	316320.73581879697	256369.7505478418	213148.968740129	943699.3337688093	479604.72774851054	266165.0301358456	348483.1445137648	355776.48914975487	323240.0571578086	279942.1813429034	395662.87525958545	157817.46156650488	352221.6499835254	325130.2927504446	600203.8009971972	400951.8105080808	428538.62242398463	376470.8345379555	279851.09176214546	426884.9048508464	359278.6201151619	306314.11824042286	405185.73854145675	370836.5755033445	421184.8003723004	108625.3836487595	276947.8818359927	394902.6502498737	381799.15168217215	261576.45964626296
