# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
K08093	4867.13	4708.67	3802.49	4178.2	12010.98	5622.56	9101.26	3933.13	3235.84	7338.09	8101.02	3374.69	4401.4	3457.27	6008.51	4789.64	10353.27	10315.89	4360.42	6996.29	6195.53	7094.51	3935.29	17080.2	5030.6	3042.13	5940.33	4713.64	13117.24	9767.15	10037.45	5104.2	8048.04	5510.93	5593.33	5202.33	7149.76	4303.78	8042.98	12834.4	6985.76	5949.2	5745.58	3647.53	6306.64	1866.66	4287.6	4529.0	9895.38	8214.31
K08094	9934.130000000001	10340.0	7208.16	9316.869999999999	24186.649999999998	19856.56	23662.590000000004	20024.13	18870.84	17475.760000000002	22204.350000000002	11770.86	9331.73	13821.94	16083.51	13771.64	19217.600000000002	22179.89	13383.75	27128.620000000003	19891.199999999997	19763.510000000002	12608.79	52440.869999999995	10598.6	7219.46	14534.66	13725.31	25914.909999999996	19460.82	20845.45	11552.87	16061.04	12050.26	21655.0	26493.33	13663.76	10187.78	18044.31	25030.730000000003	14516.09	13516.529999999999	11521.58	9233.86	15899.14	5832.33	8369.93	9873.67	20571.38	17712.64
K08095	0.0	3.0	5.0	5.0	15.0	8.0	0.0	2.0	0.0	11.0	4.0	0.0	2.0	7.0	10.0	7.0	6.0	8.0	3.0	6.0	0.0	5.0	7.0	31.0	2.0	0.0	7.0	0.0	18.0	7.0	11.0	9.0	7.0	4.0	6.0	4.0	8.0	5.0	13.0	16.0	5.0	3.0	9.0	3.0	7.0	6.0	8.0	8.0	8.0	4.0
K08096	47.0	7.0	7.0	3.0	25.0	137.0	26.0	16.0	169.0	425.0	112.0	0.0	2.0	2.0	130.0	1202.0	0.0	62.0	5.0	0.0	485.0	111.0	15.0	658.0	58.0	3.0	2.0	7.0	10.0	17.0	8.0	2.0	24.0	27.0	90.0	11.0	86.0	92.0	39.0	15.0	66.0	43.0	52.0	47.0	20.0	11.0	47.0	113.0	16.0	27.0
K08097	820.5	711.0	429.5	438.5	726.0	373.5	459.5	336.0	257.0	585.5	433.5	194.5	423.0	274.5	378.0	262.5	397.0	1008.0	296.5	332.5	318.5	451.5	205.5	1002.5	860.0	289.5	453.5	361.0	2740.0	546.5	475.5	196.0	743.5	353.0	1483.0	514.5	1265.0	1324.5	512.0	1661.0	825.5	686.5	929.0	1062.0	1063.0	155.5	1095.5	1297.5	845.5	515.0
K08100	1656.0	3063.0	1490.5	594.0	1419.0	335.0	103.0	231.0	308.0	909.0	583.0	322.0	1666.5	835.0	1636.5	171.0	487.0	160.0	257.0	99.0	247.0	246.0	4008.5	27333.5	1915.0	1678.0	1410.0	815.0	995.0	632.0	1597.0	205.0	1286.0	1839.5	8077.5	3858.5	1295.0	1121.0	872.0	998.0	900.0	682.0	4774.0	1374.0	705.0	118.0	2186.0	2182.0	1594.0	771.0
K08137	6690.509999999999	5828.58	3818.01	5414.58	16691.31	7581.110000000001	8866.470000000001	5270.63	4475.320000000001	10055.65	11225.03	4315.04	5606.99	4511.35	7805.759999999999	6526.95	11698.64	10230.980000000001	5474.2	9659.67	8661.76	9699.18	5321.1900000000005	22780.89	6428.63	3764.1199999999994	7642.55	6216.17	17834.28	13081.17	13584.3	5373.89	10870.05	7180.469999999999	6988.6	6228.69	8596.269999999999	5722.609999999999	11296.3	16444.94	9454.34	7985.120000000001	7455.92	4692.349999999999	7501.359999999999	2493.49	5525.86	5711.049999999999	13338.04	11081.15
K08138	1613.8	2151.91	1291.66	2094.87	4088.78	2579.7	2611.23	1623.8600000000001	2331.7200000000003	2642.71	3353.01	1901.58	2982.24	1742.02	2250.39	1991.64	3107.08	3103.0599999999995	1627.8400000000001	2300.43	3178.29	2759.38	1859.54	6870.5	1981.62	1294.04	2570.8900000000003	1988.55	4011.96	2987.99	3431.01	1531.32	2926.17	1783.2400000000002	2432.0	2082.54	2131.19	1566.9	3062.01	3756.04	2486.5	2260.0299999999997	2096.91	1672.3700000000001	3021.63	952.76	1385.7900000000002	1633.94	3352.3100000000004	2865.0800000000004
K08139	100.17	67.17	34.5	63.17	229.57999999999998	54.58	110.33	76.92	54.17	159.57999999999998	119.75	63.67	124.17	100.25	129.67000000000002	92.33	170.67000000000002	164.5	97.67	123.5	132.67000000000002	139.0	84.75	357.0	128.42000000000002	60.33	87.42	85.25	253.67000000000002	162.0	186.0	64.5	159.67000000000002	126.17	208.42000000000002	196.25	117.17	80.17	181.82999999999998	233.5	133.5	99.33	138.5	68.5	129.67000000000002	39.0	195.32999999999998	168.82999999999998	177.57999999999998	122.17
K08151	4681.280000000001	3287.71	3240.6800000000003	2235.1800000000003	5309.8	2276.1499999999996	2664.9500000000003	1306.46	2145.61	3408.27	3316.44	1873.8999999999999	3402.3	3863.8199999999997	5874.71	1646.1200000000001	2536.4700000000003	3956.18	1666.3899999999999	1839.9100000000003	2835.77	3104.9399999999996	2593.24	10105.87	3896.3499999999995	1415.61	2319.04	2218.38	8560.87	3243.23	3568.1899999999996	1889.1100000000001	4049.0099999999998	2731.0599999999995	9184.75	4540.4400000000005	6820.51	6276.8	3708.9700000000003	9173.779999999999	6551.379999999999	5754.26	5816.91	4853.3	4619.8099999999995	943.72	5262.969999999999	8474.56	5874.4	3442.61
K08152	260.5	186.72	138.5	204.5	477.11	250.19	462.79	183.15	108.5	403.5	397.0	160.86	245.82	195.86	329.9	221.22	406.18	1031.5700000000002	212.96	210.32999999999998	378.5	1284.5	195.4	1007.04	287.0	164.22	256.1	175.14	563.36	436.5	514.72	140.0	371.72	303.5	323.58000000000004	266.4	371.0	188.0	344.22	591.5	416.53999999999996	329.5	248.04	226.5	302.65999999999997	66.0	254.5	247.0	476.0	389.0
K08153	572.3299999999999	588.3900000000001	861.72	508.83	876.58	504.9	3707.67	379.88	272.44	659.22	623.39	281.4	445.55	404.03999999999996	649.56	358.15999999999997	1648.62	4387.73	822.09	684.55	591.83	1115.94	348.66999999999996	1660.27	578.8299999999999	388.19	511.55	334.76	995.6200000000001	765.72	865.5	1220.0	784.33	475.0	882.76	653.64	950.39	585.28	616.97	1043.0	813.8299999999999	607.1700000000001	558.55	537.0	635.27	117.33	519.5	695.0	810.78	616.78
K08154	6862.209999999999	6513.2300000000005	5874.509999999999	10707.529999999999	17320.760000000002	8962.460000000001	9210.07	5488.7300000000005	4641.070000000001	10500.099999999999	11854.830000000002	4469.54	6028.389999999999	7729.02	31871.010000000002	7135.4	12642.04	9977.380000000001	6067.950000000001	9572.87	8841.91	9986.93	5670.64	64462.61	6699.23	4128.969999999999	8031.400000000001	6966.67	18276.33	13346.17	13997.3	5514.790000000001	11152.85	7963.369999999999	13105.650000000001	8564.189999999999	8838.519999999999	5910.209999999999	11553.199999999999	16825.09	9670.44	8316.27	7736.42	4879.5	7872.959999999999	2562.49	5663.86	6186.55	13659.79	11431.5
K08156	10116.560000000001	8754.58	5917.139999999999	8130.34	24802.58	11316.939999999999	13809.09	7813.38	6777.47	15217.689999999999	17188.54	6616.259999999999	8967.130000000001	7047.24	11525.98	10113.91	16956.54	13752.36	8400.66	16005.849999999999	13427.3	14777.48	8105.23	36120.270000000004	10179.33	5873.1	11152.35	9303.67	27429.170000000002	19029.64	20409.690000000002	8208.84	16767.96	11393.7	12130.630000000001	10210.55	12728.86	9076.310000000001	17640.97	24600.45	14641.61	12723.970000000001	11343.26	7307.36	11588.26	3761.54	8728.05	9789.76	19464.05	16508.81
K08159	9844.07	8995.39	6005.26	8223.65	25262.55	13324.170000000002	13542.07	8236.34	6993.41	15187.58	16787.09	6545.950000000001	8813.599999999999	7849.84	14321.369999999999	9997.5	16884.670000000002	14207.52	8332.11	13361.869999999999	13345.18	14284.619999999999	8217.44	38512.409999999996	9918.77	5911.42	11463.18	9448.51	25888.33	18171.760000000002	19906.920000000002	8223.5	16391.59	11231.0	16514.91	15126.85	12588.74	8600.69	16783.699999999997	24484.489999999998	14535.3	12129.16	11215.71	6984.9	11609.0	3716.37	8517.36	8883.39	19538.03	16212.199999999999
K08160	9166.669999999998	8337.380000000001	5378.2	7634.16	23777.86	10644.75	12651.560000000001	7680.35	6670.710000000001	14601.170000000002	15989.009999999998	6147.780000000001	8300.73	7144.6	12320.07	9435.0	16043.150000000001	17191.57	7795.14	12947.269999999999	12525.939999999999	13396.84	11405.94	75824.34	9260.970000000001	5674.2	11581.78	8933.779999999999	24232.26	17169.1	18508.57	9087.240000000002	15449.119999999999	10886.41	15921.019999999999	17612.57	11838.369999999999	8100.41	15836.8	23084.739999999998	13615.16	11299.170000000002	10458.0	6621.46	11800.509999999998	3514.16	7943.2	8317.09	18390.09	15171.38
K08161	17575.0	14994.01	10033.48	14142.52	42628.11	19585.58	25270.2	13694.0	11574.12	25483.7	28593.0	11145.06	15330.279999999999	11703.33	19194.519999999997	16717.440000000002	29413.89	26010.770000000004	13714.36	21560.07	22422.06	25092.22	13544.82	60165.69	17373.66	9866.789999999999	19374.87	16036.919999999998	45581.8	32609.78	35014.23	13325.779999999999	28186.78	18049.89	18258.07	16358.810000000001	22028.28	14624.32	28281.96	41886.6	24574.379999999997	20685.93	19361.18	12262.07	19291.19	6244.310000000001	14855.91	15326.630000000001	33631.51	28130.62
K08162	6894.379999999999	6555.410000000001	5892.259999999999	10724.699999999999	17608.59	9102.54	9240.82	5509.4	4750.89	11034.1	12143.54	4497.12	6171.0	8116.59	32875.97	7174.65	12643.29	9471.21	6082.370000000001	9616.54	8936.66	10094.76	9267.970000000001	89852.64000000001	6744.48	4369.389999999999	8971.98	7150.17	18379.83	13392.09	14086.470000000001	5597.790000000001	11290.1	8354.369999999999	16178.900000000001	10790.86	8924.189999999999	5962.78	11593.369999999999	16878.67	9741.52	8368.94	7799.09	5016.25	8436.71	2589.16	5692.36	5945.299999999999	13716.54	11496.25
K08163	11411.580000000002	10213.039999999999	6961.29	9953.14	28485.95	13199.710000000001	15140.21	9083.93	7687.75	17255.63	19159.239999999998	7439.179999999999	9801.869999999999	9654.699999999999	33126.420000000006	11593.989999999998	19910.64	15779.46	9479.66	16004.44	14668.97	16629.690000000002	9218.46	47158.78	11286.730000000001	6615.86	13168.9	10991.810000000001	30512.230000000003	22513.5	23367.55	9192.08	18493.45	12609.150000000001	14735.970000000001	11559.98	14802.650000000001	9813.720000000001	19215.64	28496.269999999997	16146.94	13693.42	12904.75	8084.039999999999	12941.8	4295.47	9376.48	10029.12	22959.69	19205.85
K08166	3554.67	6526.83	3251.17	1563.17	3369.67	970.67	884.9900000000001	989.51	886.17	1287.99	1368.3400000000001	952.6700000000001	3115.67	835.84	954.8399999999999	914.66	1569.67	1092.1599999999999	1108.51	928.8299999999999	1248.0	1141.17	639.5	3167.83	4199.34	3106.83	1235.8400000000001	1624.67	2924.5	1923.33	4043.33	787.8399999999999	3022.83	2148.67	2967.33	1985.83	3080.84	2584.17	2649.0	2899.16	2547.83	1967.67	9929.67	2880.5	836.67	350.0	4824.16	4878.33	4203.17	2202.17
K08167	7928.01	7066.910000000001	5756.67	10710.3	19362.57	9067.8	10077.03	6130.710000000001	5128.97	11834.670000000002	12790.199999999999	5034.06	7057.800000000001	5615.860000000001	9966.98	7676.3	13165.880000000001	10569.59	6322.710000000001	10963.6	10175.21	11128.9	6304.66	30122.39	8223.720000000001	4817.0	9242.46	7363.8	20430.22	14872.52	15600.999999999998	6333.360000000001	12913.72	8986.99	13379.61	9981.84	10530.09	7564.450000000001	13403.189999999999	20053.94	11926.65	9877.869999999999	9149.23	6793.39	9886.009999999998	2954.32	6842.7699999999995	7598.19	15590.919999999998	12692.630000000001
K08168	109.0	428.83	889.17	477.67	243.17000000000002	123.0	123.33	74.5	52.0	125.67	134.32999999999998	63.17	120.83	124.17	115.0	106.5	157.82999999999998	161.5	95.33	116.83	102.67	125.0	80.0	398.16999999999996	102.0	113.83	137.82999999999998	156.17000000000002	262.17	181.67000000000002	181.5	443.17	167.5	142.32999999999998	165.67000000000002	119.5	157.0	121.5	160.32999999999998	225.82999999999998	143.82999999999998	130.82999999999998	162.5	125.83	149.5	21.17	135.32999999999998	141.67000000000002	169.5	139.82999999999998
K08169	11975.359999999999	13669.440000000002	7876.29	7639.13	22236.53	9244.26	10530.91	6585.75	5710.96	12653.73	13854.18	5757.5599999999995	9679.98	6003.49	10306.84	7939.950000000001	14197.19	11514.72	6926.24	11374.51	10591.07	11656.66	6557.34	28717.159999999996	11991.1	7402.53	9703.310000000001	8532.21	22855.39	16495.9	20480.63	6645.77	15541.69	10628.88	14735.240000000002	9872.71	13333.659999999998	9903.68	15327.06	21920.04	13504.140000000001	11160.74	19341.28	8277.91	9465.36	3041.15	11783.740000000002	11929.33	18962.55	14178.45
K08170	941.06	867.08	606.74	772.4399999999999	2276.28	1073.04	1050.69	686.48	608.87	1399.19	1555.1399999999999	586.26	895.93	745.94	905.58	875.8100000000001	1651.54	1171.96	690.06	537.75	1103.2	1298.68	751.1299999999999	3443.77	953.33	590.9000000000001	1122.25	934.57	2505.57	1671.84	1841.59	781.4399999999999	1570.46	931.3000000000001	1168.33	906.2499999999999	1138.3600000000001	812.21	1413.77	1984.8500000000001	1360.11	1127.77	1007.2600000000001	687.86	1053.5600000000002	272.04	972.75	864.66	1688.6499999999999	1488.1100000000001
K08172	3147.39	4470.95	2457.15	1897.66	5383.18	2161.4800000000005	2377.8199999999997	1480.3400000000001	1275.07	2680.02	3099.75	1315.8600000000001	2654.34	1305.99	1942.6299999999999	1756.09	3302.9300000000003	2239.0499999999997	1569.58	2440.89	2329.13	2459.55	1463.05	5892.37	3311.01	2261.78	2201.96	2187.67	5339.47	3634.43	4861.95	1453.79	3742.2599999999998	2593.73	2780.2799999999997	1841.38	3337.08	2543.4300000000003	3746.54	4661.75	3158.04	2669.4900000000002	6482.64	2541.08	2109.83	704.6800000000001	3517.55	3658.91	4732.0	3485.27
K08173	8466.94	10846.480000000001	6031.8	5702.04	15627.220000000001	6473.69	7256.04	4702.79	3952.5700000000006	8741.09	9470.62	4118.4	7263.4800000000005	4019.6500000000005	6757.74	5591.0199999999995	10332.46	8270.46	4852.540000000001	7577.58	7236.65	8150.950000000001	4569.849999999999	19032.300000000003	9086.07	5840.4400000000005	6898.389999999999	6249.650000000001	16396.16	11979.05	14090.42	4708.52	10909.83	7482.81	7367.66	5555.170000000001	9578.59	6835.750000000001	10798.34	15424.789999999999	9364.259999999998	7755.4800000000005	15485.98	6324.58	6425.43	2156.5	8840.05	8875.34	14075.59	10473.54
K08177	25860.92	45693.97	33032.520000000004	42980.27	53207.62	46428.27	38029.130000000005	35222.34	29518.15	41146.1	52019.08	29739.36	35781.96	34141.380000000005	54856.39	31195.12	42052.44	41061.25	26258.649999999998	24937.46	44300.42	41739.85	25830.07	145475.47	39764.22	31081.020000000004	49143.340000000004	46419.32	50043.59	40442.53	61114.659999999996	27358.910000000003	43336.95999999999	38760.44	50289.95	40186.149999999994	35910.3	31892.55	44312.78999999999	51321.02	41829.52	34998.72	40313.159999999996	35604.990000000005	44507.86	14599.69	28867.059999999998	38721.5	57533.14	46032.81
K08178	6620.73	7528.44	4326.53	4729.53	13530.0	5821.73	6630.16	4214.7300000000005	3566.3299999999995	7899.150000000001	8561.84	3618.1000000000004	5604.88	3582.87	6175.72	5100.89	9089.37	7132.830000000001	4353.87	7304.06	6696.6900000000005	7553.63	4106.42	17718.739999999998	6857.469999999999	4246.36	6044.9400000000005	5205.67	14524.53	10637.75	11740.18	4207.51	9255.51	6177.7300000000005	6021.86	4931.97	7817.0199999999995	5502.36	9333.66	13702.84	8053.73	6649.200000000001	10388.52	4883.01	5813.8	1949.48	6388.3099999999995	6416.3	11975.710000000001	9142.07
K08191	14430.789999999999	17974.5	10326.11	9547.28	27210.159999999996	13485.480000000001	12878.18	8384.619999999999	7676.469999999999	15712.88	16568.489999999998	7335.23	13263.890000000001	8335.759999999998	14040.739999999998	9597.3	17074.1	15522.260000000002	8403.88	12570.259999999998	12695.800000000001	14853.029999999999	8368.78	35842.590000000004	16359.56	9974.96	12119.01	10765.309999999998	31340.96	19402.75	23065.36	7791.27	19344.85	13570.980000000001	21765.43	16994.4	17270.719999999998	14551.640000000001	18543.390000000003	27932.030000000002	17359.899999999998	14740.869999999999	26429.7	11138.380000000001	12445.58	3665.9700000000003	17013.61	17848.53	23693.429999999997	17159.519999999997
K08194	11470.369999999999	16929.27	9336.740000000002	6841.03	17430.67	6650.87	7440.3	4989.71	4190.2300000000005	9042.970000000001	9598.26	4632.2	9800.11	4363.9400000000005	7032.86	5754.610000000001	10865.539999999999	7759.860000000001	5244.72	7483.1	7451.869999999999	8233.75	4658.76	19546.3	12771.910000000002	8546.52	7339.01	7318.009999999999	17876.06	12880.550000000001	16856.93	5126.6500000000015	12852.960000000001	8965.009999999998	10059.970000000001	6537.46	11999.14	9001.189999999999	12166.59	17000.7	10907.85	8936.18	24933.13	8887.11	6700.869999999999	2267.87	13054.31	13125.980000000001	16948.829999999998	11767.75
K08195	24366.64	31771.33	17827.17	15494.0	43601.31	21390.19	20704.92	13518.42	11724.44	24417.46	26204.14	11352.45	21347.059999999998	13202.73	23124.07	15667.55	26818.12	22999.47	13844.67	20336.72	20922.739999999998	21553.800000000003	16242.7	85389.48999999999	25791.120000000003	17152.99	19279.24	17331.23	44037.61	29338.260000000002	37807.87	12979.320000000002	30892.730000000003	21709.449999999997	31946.129999999997	23836.51	25751.85	19232.629999999997	29710.559999999998	40609.93	26694.339999999997	21637.760000000002	44765.1	17898.71	18439.72	5975.09	25721.54	26284.809999999998	37557.950000000004	27326.71
K08196	175.15	170.8	93.8	192.25	582.8	328.1	277.25	134.3	159.65	268.55	273.70000000000005	172.35	165.8	228.4	374.75	267.5	314.8	194.8	126.15	181.25	251.45000000000002	360.9	241.0	1654.75	224.25	144.95	218.89999999999998	163.35	598.15	229.25	377.79999999999995	293.25	289.55	239.25	664.45	1267.5500000000002	232.0	204.0	267.5	590.6	262.45	247.25	189.25	93.94999999999999	309.95	40.0	215.5	304.85	426.5	205.25
K08217	6592.97	8257.69	5082.01	6402.4800000000005	13748.64	8266.789999999999	7613.07	4998.3099999999995	5610.17	9734.65	11700.710000000001	5566.91	8485.51	6214.91	7215.01	6923.56	9699.85	8145.6900000000005	5368.33	10762.21	9835.09	10004.42	5593.56	25822.8	8608.89	5889.9	8835.82	7076.16	14346.230000000001	10254.33	12780.17	5800.18	10968.470000000001	8243.09	9410.04	7187.49	8185.93	7158.5599999999995	11306.1	16137.1	10958.14	9341.6	9502.42	6687.66	9604.25	2556.34	6694.49	7876.33	11562.16	9569.23
K08218	87895.9	109011.75	76315.38	75855.82	92661.07	79269.12	52439.54	55712.94	53565.13	73021.67	80632.34	54523.15	74984.88	61325.18	87032.98000000001	43303.97	52441.630000000005	54951.950000000004	36476.65	33658.01	65295.37000000001	62036.229999999996	49343.92	241175.16999999998	115106.53	67198.73000000001	81045.13	78005.94	88539.54	77332.36	108866.69	40563.229999999996	91664.65	84491.63	132092.16999999998	86387.91	80200.49	66854.01000000001	72706.53	96463.09	76521.92	68299.14	88945.45000000001	69215.97	84890.93	24067.67	57334.04	81330.18000000001	92462.03	66323.25
K08219	6504.209999999999	6153.2300000000005	5694.509999999999	10391.529999999999	16460.760000000002	8532.460000000001	8666.07	5190.7300000000005	4388.070000000001	9935.099999999999	11267.83	4221.54	5659.389999999999	7451.349999999999	31393.010000000002	6808.4	12072.04	9460.38	5753.95	9161.87	8331.91	9397.93	5347.64	63059.94	6291.23	3925.9699999999993	7624.400000000001	6615.67	17336.33	12760.17	13275.3	5246.790000000001	10556.85	7595.369999999999	12648.650000000001	8189.19	8405.519999999999	5589.209999999999	10962.2	15995.09	9139.44	7807.27	7309.42	4597.5	7369.959999999999	2420.49	5324.860000000001	5557.55	12968.79	10830.5
K08221	324.5	1629.0	3792.0	1396.5	225.0	488.0	336.5	184.5	97.5	107.0	96.0	82.5	591.5	1440.5	1025.0	113.0	7262.0	8215.0	4804.5	250.5	70.0	67.0	163.5	2335.5	348.5	765.0	991.0	970.0	350.5	238.5	553.5	3656.0	290.0	632.5	1647.0	2113.5	1505.0	412.5	151.5	926.0	298.5	120.0	374.5	673.0	1661.5	69.5	458.5	884.0	311.5	182.5
K08222	81.0	810.5	1967.5	635.5	139.5	233.5	76.0	53.5	23.0	35.0	56.5	16.0	348.5	769.0	495.0	29.5	3699.0	3832.0	2426.0	27.0	31.5	28.5	95.0	1174.0	200.5	418.5	539.0	511.5	244.0	150.5	305.5	2082.0	188.0	366.0	843.5	1101.0	775.5	128.5	40.5	602.0	136.0	51.5	221.5	227.0	797.5	17.0	303.5	501.0	96.0	71.0
K08223	16604.93	22975.05	18479.17	20794.46	34076.19	18216.63	15837.480000000001	10102.47	8861.460000000001	19330.449999999997	20787.68	8734.04	17563.690000000002	15497.350000000002	46266.619999999995	12436.36	24354.71	21336.300000000003	12958.03	15724.11	15687.49	16636.96	13571.71	116547.10999999999	20390.030000000002	12614.489999999998	18200.82	14541.25	33376.11	24002.28	27993.57	12840.13	24232.9	18432.14	35336.979999999996	23819.809999999998	24139.769999999997	18471.29	21579.96	39246.66	23201.96	17794.7	28263.239999999998	14141.05	19526.52	4718.280000000001	18607.27	22145.19	27455.25	20494.579999999998
K08224	15035.730000000001	20671.19	14949.1	12518.46	30702.12	15279.0	15182.65	9464.04	7689.400000000001	17479.910000000003	18224.43	7509.9	12696.09	10991.47	21716.6	10767.32	19361.86	19892.239999999998	9561.509999999998	14138.65	13884.029999999999	14816.380000000001	13046.04	86370.37999999999	21283.47	10813.43	15375.490000000002	13353.63	28895.61	22374.4	25804.39	12250.92	23083.230000000003	18514.22	32865.97	29653.52	19364.15	11928.45	19240.7	29653.800000000003	17315.690000000002	14659.77	22909.68	10298.17	14704.95	4029.9700000000003	14410.890000000001	17469.12	22769.59	18052.6
K08225	7181.41	6183.52	4071.87	5872.05	17921.14	8103.31	9522.599999999999	5657.19	4809.46	10850.41	11912.05	4630.47	6197.789999999999	4845.49	8269.26	7049.64	12315.869999999999	10325.64	5887.34	10276.5	9330.349999999999	10341.11	5749.88	24454.35	7176.900000000001	4043.61	8170.889999999999	6666.67	19024.739999999998	13910.810000000001	14532.509999999998	5752.76	11782.72	7883.06	7675.200000000001	6719.83	9687.06	6511.379999999999	12180.96	18807.88	10819.04	8931.849999999999	8259.779999999999	5392.72	8151.49	2630.2	6806.5	6655.6900000000005	14371.25	11836.279999999999
K08226	2770.3	4611.0	2153.0	2100.0	2217.9	2386.6	1132.5	1286.4	2618.1	2096.9	2939.1	2013.1	2839.1	1950.9	1279.3	1060.6	943.1	951.2	806.3	246.0	2628.0	2205.1	1574.4	3495.3	3799.6	2612.2	3427.8	2569.0	2422.0	1354.4	2292.4	961.8	1981.2	2054.0	3882.2	1504.2	6432.8	5424.4	1541.0	5515.8	6368.0	4254.8	5114.6	5001.0	5202.6	806.8	2727.8	5001.2	2820.0	1691.6
K08227	6778.209999999999	5998.98	3873.01	5595.28	17018.510000000002	7724.710000000001	9136.57	5380.7300000000005	4568.320000000001	10237.349999999999	11435.33	4491.54	5765.389999999999	4563.35	7924.26	6656.15	11792.04	9837.38	5576.2	9534.87	8771.66	9901.68	5475.89	22994.690000000002	6661.73	3810.7199999999993	7796.150000000001	6391.67	18152.08	13271.67	13893.8	5438.790000000001	11080.35	7372.369999999999	7259.9	6334.6900000000005	8846.769999999999	5909.209999999999	11481.2	16739.84	9626.94	8320.02	7647.92	4938.75	7855.959999999999	2575.49	5624.36	5846.05	13554.54	11399.25
K08234	23026.100000000002	23037.399999999998	18872.280000000002	23114.87	49239.19	24189.34	28300.100000000002	14862.660000000002	12444.02	30260.72	32110.04	12434.04	20547.329999999998	20712.690000000002	53586.630000000005	19445.52	38219.16	31677.62	19141.3	17308.28	24426.64	26599.66	19987.33	142055.26	22667.49	13799.09	23419.97	20428.309999999998	55316.43	35961.05	42094.94999999999	16445.28	33558.08	23437.83	39763.19	28869.4	26897.92	18961.57	32051.58	47543.35	28413.39	24976.350000000002	28625.52	15682.340000000002	23612.05	6629.160000000001	22398.269999999997	21887.53	38810.13	30895.85
K08252	1756.0	3234.5	1232.5	812.0	2438.0	980.5	1097.5	868.0	327.0	1243.0	692.5	441.0	1024.0	1448.5	4762.0	451.0	386.5	593.0	510.0	211.0	249.5	227.0	471.0	3236.0	7904.0	2111.5	1107.0	2145.0	650.5	1268.5	1934.5	356.0	3704.0	2841.0	3917.5	1642.5	3685.0	2598.5	1523.0	2920.0	1451.5	1638.5	3207.0	1473.0	808.0	166.5	2087.0	2533.5	1103.0	794.5
K08253	788.34	3021.75	791.75	807.34	829.16	679.91	1001.42	949.01	368.25	481.67	647.67	320.90999999999997	546.25	565.0	605.25	524.9200000000001	636.25	901.16	727.0899999999999	436.34000000000003	578.4200000000001	574.16	328.99	1447.84	487.75	283.09000000000003	479.40999999999997	463.5	716.0	526.5899999999999	836.84	513.0	695.25	443.0	721.9200000000001	671.67	710.34	987.0	548.34	961.91	749.41	619.34	595.34	665.25	666.25	162.01	409.5	554.25	842.25	567.75
K08255	146.8	137.0	91.6	119.2	355.2	164.0	122.6	117.8	109.4	220.2	280.8	97.8	148.4	123.6	153.4	155.2	295.6	218.0	98.2	69.4	169.2	210.4	130.4	539.2	167.6	98.8	182.0	149.2	446.8	277.6	285.0	108.2	280.6	166.6	185.0	121.0	194.2	132.0	197.2	360.4	243.2	187.2	145.8	118.2	152.2	47.0	186.6	140.0	246.6	235.2
K08256	5604.34	14469.08	11886.17	19815.09	11030.58	56298.91	43332.58	60975.17	52451.84	30587.25	58523.67	35734.42	14149.17	48742.42	46008.5	36066.340000000004	16287.33	31661.25	39410.5	32457.739999999998	61243.18	49353.67	32753.0	144955.66	11625.93	13919.75	34260.59	40276.17	8310.93	7788.25	17031.92	16876.25	9972.17	16903.92	51510.34	57927.33	12409.59	20595.92	22573.25	16082.75	15959.74	18197.75	11900.84	22911.0	36534.67	15921.17	6493.66	15696.83	20827.5	19444.42
K08261	1666.0	3073.83	1515.0	650.0	1286.42	283.92	190.82999999999998	294.92	245.0	344.08	336.92	364.0	1422.5	247.92000000000002	291.67	224.32999999999998	539.0	243.82999999999998	307.17	247.5	295.83000000000004	261.5	179.25	711.5	1929.75	1436.5	386.75	636.25	1144.83	746.5	1646.83	183.17000000000002	1190.83	882.0	1258.08	471.08	1395.5	1160.0	945.0	1117.83	1016.5	730.67	4784.5	1340.5	246.0	112.5	2242.0	2232.5	1703.92	848.5
K08264	21.0	413.0	227.0	407.0	82.0	2458.0	2818.0	3712.0	3732.0	781.0	1928.0	1181.0	113.0	2299.0	1214.0	1562.0	210.0	1728.0	1364.0	4427.0	2475.0	1925.0	1427.0	6336.0	118.0	368.0	743.0	1386.0	0.0	5.0	279.0	830.0	24.0	391.0	3535.0	6303.0	21.0	313.0	363.0	0.0	126.0	427.0	27.0	404.0	812.0	689.0	3.0	212.0	138.0	385.0
